Product Name,Calories,Protein,Carbohydrates,Fat,Sugars,Category,Serving Size,DietarySuitability,ContainsGluten,ContainsDairy,ContainsNuts,ContainsPeanuts,ContainsSoy,ContainsEggs,ContainsSesame,ContainsFish,IsDiabeticFriendly,ContainsMeat,Image
"Fish, Nile perch, patties, fried in soy oil",187,16.8,6.3,10,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_nile_perch_patties1.png
"Fish, Nile perch and hake and soy protein, patties, cooked in tomato sauce",123,10,11,5,1.5,Fish,100,Vegan,0,0,0,0,1,0,0,1,0,0,PIC/fish_nile_perch_and.png
"Fish, red snapper, fried, 0 oil, 0 batter",143,25.7,0,3.7,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_red_snapper_fried.png
"Fish, red snapper, baked with lemon juice and soy oil",139,23.3,0.3,4.4,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_red_snapper.png
"Fish, salmon, baked, fat 0t added ",164,26.5,0,5.7,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_salmon_baked_fat.png
"Fish, salmon, baked with lemon juice and ca0la oil",180,24.7,0.3,8.2,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_salmon_baked_with.png
"Fish, salmon, baked with lemon juice, with soy oil",180,24.8,0.3,8.2,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_salmon_baked_lemon_soy.png
"Fish, salmon, baked with lemon juice and olive oil",180,24.8,0.3,8.2,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_salmon_baked_lemon_soy.png
"Soup, fish",52,4.3,2.7,2.3,1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/SoupFish.png
"Fish, salmon, cooked with soy oil",179,24.8,0,8.2,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/ fish_salmon_cooked_soy.png
"Fish, sardines, grilled",195,25.3,0.1,10.4,,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_sardines_grilled.png
"Fish, sardines, fresh, floured, fried in olive oil",270,23,5.3,17.4,0,Fish,100,"Vegan,  DiabeticFriendly",1,0,0,0,0,0,0,1,1,0,PIC/fish_sardines_fresh_floured.png
"Fish, grouper, baked with lemon juice and soy oil",138,23.4,0.3,4.1,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_grouper_baked_lemon_soy.png
"Fish, grouper, fried with lemon juice and ca0la oil",171,22.8,0.3,8.3,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_grouper_grilled.png
"Fish, grouper, floured, fried, fat 0t added",169,23.4,13.6,1.3,0,Fish,100,Vegan,1,0,0,0,0,0,0,1,0,0,PIC/fish_seabass_baked_lemon_olive.png
"Fish, trout, baked with lemon juice and soy oil",205,24.8,0.3,11.8,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/ fish_seabass_grilled.png
"Fish, trout, charcoal-grilled",186,24,0,10,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/A_hyper-realistic_image_of_a_charcoal-grilled_trou.png
"Fish, tuna, baked with lemon juice, with soy oil",132,29.2,0.3,0.6,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/Fish_tuna_Cube.png
"Fish, tuna, chraimeh, cooked with spicy tomato sauce and soy oil",101,14,3.2,3,2,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/Fish_tuna_Cube1.png
"Fish, tuna, patties, fried in soy oil",194,14.9,9.6,10.3,1.4,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/Fish_tuna_patties.png
,204,,1.9,8.2,1.9,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,,,
,82,,0,0.7,0,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,,,
,88,,0,0.9,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,,,
,171,,7.3,4.5,0,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,,,
,209,,10.2,11.4,0.9,Dish,100,Vegan,0,0,0,0,0,0,0,0,,,
"Chicken and turkey, patties, fried in tomato sauce(from fresh and paste) and oil",125,13.6,9.3,3.3,3,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/patties_fried_in_tomato.png 
,154,,8,5.1,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,,,
"Chicken, patties, fried,fat 0t added",154,17.3,8.5,5.1,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_patties_fried_without.png
"Chicken, breast, stuffed with meat, Of Haemek",154,16.2,11.1,5,0.2,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/Chicken_breast_stuffed_withmeat
"Chicken, breast, cooked with soy-fried onion and tomatoes",123,19.8,2.1,3.2,1.6,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/Chicken_breast_stuffed_with_meat.png
"Chicken, cooked with ca0la-fried onion, tomato and red peppers",180,18.5,2.2,10.4,1.4,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Chicken_cooked_with_cala.png
"Chicken, cooked in wine and honey, fat 0t added",218,21.8,2.4,11.8,2.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Chicken_cooked_in_wine_and_honey.png
"Chicken, breast, baked with vegetables, ketchup, and soy oil",124,15.4,4.2,4.5,2.9,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/Chicken_breast_baked_with_vegetables.png
"Chicken, stuffed with rice, herbs and soy oil",195,10,18.5,8.4,0,Meat,100,Vegan,0,0,0,0,1,0,0,0,0,1,PIC/Chicken_stuffed_with_rice.png
"Chicken, cooked with carrots, cabbage, celery and ca0la oil",167,14.9,1.9,10.4,1.6,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Chicken_cooked_with_carrots.png
"Beef, patties, cooked in sauce, Segev",122,9,6,6,3.4,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Beef_patties.png
"Beef, patties, with potatoes, fried without oil",153,11.1,11.5,6.6,1.1,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/Beef_patties.png
"Beef and turkey patties, baked  wihout oil",147,17.1,7.3,4.9,1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Beef_patties_with_potatoes.png
"Beef and potato patties,baked, fat 0t added",135,7.8,14.9,4.3,1,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/Beef_and_potato_patties.png
"Beef, patties (meatballs), baked, fat 0t added",173,13.7,9,8.6,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Beef_patties1.png
"Beef, patties (meatballs) fried, fat 0t added",173,13.7,9,8.6,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Beef_patties1.png
"Beef, cooked with rice, tomato sauce, with soy oil",145,10,10.2,6.8,1.1,Meat,100,Vegan,0,0,0,0,1,0,0,0,0,1,PIC/Beef_cooked_with_rice.png
"Chicken and turkey, patties fried in soy oil",150,18.5,8,4.3,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/Chicken_and_turkey.png
"Turkey and potato,patties fried in ca0la oil",195,14.4,9.6,10.7,1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Turkey_and_potato_patties.png
"Turkey patties, fried in tomato sauce (from paste) and soy oil",120,13.1,9,3.1,2.9,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/Turkey_patties_fried_in_tomato.png
"Chicken and turkey, patties, cooked",150,18.5,8,4.3,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Chicken_and_turkey.png
"Turkey, patties, cooked without oil",150,18.5,8,4.3,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Turkey_patties.png
"Turkey, patties, fried, fat 0t added",150,18.1,8.5,4.3,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Turkey_patties1.png
"Chicken, cooked with potato and soy oil",111,10.7,6.8,4.3,0.6,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/Chicken_cooked_with_potato.png
"Turkey, cooked with onion, carrots, zucchini, and soy oil",99,14.4,2.3,2.7,1.6,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/Turkey_cooked_with_onion_carrot.png
"Turkey, breast, stir-fried with vegetables and soy oil, Chinese style",116,11.3,4,5.5,2,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/Turkey_breast_stir_fried.png
"Turkey, fried with potatoes and onion in ca0la oil",265,12.9,5.9,21.1,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Turkey_fried_with_potatoes3.png
"Chicken, cooked with rice, carrots, and olive oil",142,10.5,10.6,5.8,1.3,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/Chicken_cooked.png
"Beef, stir-fried with carrots and mushrooms in soy oil, Chinese style",120,11.9,2.6,6.8,2,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/beef_stirfried_carrots_mushrooms.png
"Veal, cooked with green beans and tomato sauce, with olive oil",96,7.6,3.9,5.3,2.5,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/Veal_cooked_green_beans_tomato_olive.png
"Beef, patties baked in tahini",190,11.9,6.5,12.3,1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,1,0,1,1,PIC/beef_patties_baked_in_tahini.png
"Beef, ground, cooked",288,24,0,21.3,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/cooked_ground_beef.png
"Jewsmallow (melouchia), cooked with chicken and olive oil",162,13,4,10.2,0.7,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/cooked_with_chicken_and_olive_oil.png
"Jewsmallow (melouchia), cooked with lamb and corn oil ",138,14.2,3.1,7.3,0.6,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/cooked_with_lamb_and_corn.png
"Beef and chicken, patties, fried without oil",156,16.9,7.6,5.9,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Beef_and_chicken_patties.png
"Beef and chicken, patties, cooked, with tomato sauce from paste, without oil",124,12,8.7,4.1,2.9,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Beef_and_chicken_with_tomato.png
"Soup, beef, broth, bouillon, or consomme",7,1.1,0,0.2,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/beef_soup_broth_bouillon_consomme.png
"Soup, beef with beans and tomato paste, without oil",88,7.2,8.4,1.6,1.3,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/beef_soup_beans_tomato_paste__oil.png
"Soup, beef with potatoes and tomatoes",62,6.9,3.5,2.3,0.7,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Soup_beef_with_potatoes_and_tomatoes.png
"Soup, chicken 0odle, prepared from mix (instant, in cup), K0rr",52,1.3,9.2,1.1,,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Soup_chicken_0odle_prepared_from_mix_Krr.png
"Soup, chicken, energy-reduced, prepared from mix (instant, in cup), K0rr",5,0.2,1.1,0,,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/
"Soup, chicken, prepared from mix, K0rr",9,0.3,1.6,0.1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Soup_chicken_prepared.png
"Soup, chicken flavor, vegetarian, prepared from mix, K0rr",9,0.4,1.6,0.1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/A_hyper-realistic_image_of_a_bowl_of_vegetarian_ch.png
"Soup, broth, chicken, including prepared from mix",6,0.6,0.4,0.2,0.4,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Soup_broth_chicken.png
"Soup, chicken, prepared from mix, with carrots, dill, and parsley",15,0.9,2,0.3,1.4,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Soup_chicken_with_carrots.png
"Soup, chicken flavor, vegetarian, prepared from mix, Osem",8,0.2,1.5,0.1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/Soup_chicken_flavor.png
"Soup, chicken, prepared from mix, with onions and potatoes",35,1.2,7.2,0.2,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,
"Soup, chicken, prepared from powder, with chicken wings, onion, and carrot",61,7.7,2.1,2,1.4,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,
"Soup, chicken, prepared from powder, with 0odles",79,3.1,14.5,0.5,0.9,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/
"Soup, chicken, Asian style with corn",52,6,4.2,1.2,0.8,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/
"Soup, chicken with rice, carrots, celeriac, onion, and ca0la oil",50,5.5,1.2,2.4,0.7,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,
"Soup, chicken, with tomatoes, potatoes, onions, Yemenite",64,8.1,3.3,1.8,0.9,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/
"Soup, chicken, with onion, zucchini, and potatoes",55,6.3,4,1.4,0.9,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/
"Soup, chicken, for couscous, with chicken, vegetables, and soy oil",67,2.9,6.9,3,2.4,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,
"Soup, turkey, with carrots and onions",34,5.4,1.7,0.3,1.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/
"Soup, sausages with potatoes",66,3.4,5.3,3.4,0.7,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/
"Soup, chicken flavor, vegetarian, mix, Osem",267,6.7,50,5,20,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/
"Soup, chicken, powder, unprepared, Osem",317,10.2,53.1,7.1,17.6,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,
"Soup, chicken flavor, powder, K0rr",283,11.8,50.5,3.7,,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,
"Soup, chicken, powder, unprepared, K0rr",263,9.1,48.5,3.6,12.7,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,
"Egg, white, cooked, without salt",52,10.9,0.7,0.2,0.7,BreakfastItems,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,1,0,0,1,0,
"Egg, yolk only, cooked, fat 0t added ",363,17.9,4.1,29.9,0.6,BreakfastItems,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,1,0,0,1,0,PIC/
"Beans, white, dried, cooked, fat 0t added ",138,9.7,18.6,0.4,0.3,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Beans, white, cooked in tomato paste, with olive oil",142,7,15.9,4.1,2.5,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Beans, black, cooked in tomato paste and ca0la oil",121,5.2,13.1,3.5,2.8,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Beans, white,  cooked in tomato paste and ca0la oil",142,7,15.9,4.1,2.5,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Beans, white, cooked with sweet potato, carrots and onions, fat 0t added",103,6.5,14.7,0.3,2.1,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Beans, white, cooked, in tomato paste",90,5.5,16,0.4,4.2,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Beans, black, dried, cooked, fat 0t added ",129,8.1,15.9,0.4,0.3,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Beans, fava, salad, cooked with lemon juice, with olive oil",127,6.5,17.2,3.9,1.6,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Beans, fava,  cooked, fat 0t added ",109,7.6,14.1,0.4,1.8,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Beans, fava, fresh, cooked with olive oil",149,7.7,15.2,4.4,2.3,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Beans, lima, dry, cooked, fat 0t added ",114,7.8,13.8,0.4,2.9,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Beans, broadbeans/fava beans, mature seeds, cooked, boiled, without salt",102,7.1,18.3,0.4,1.7,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Beans, lupin, cooked",119,15.6,7.1,2.9,0,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Beans, soybeans, cooked, fat 0t added ",172,16.5,3.9,8.9,3,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,PIC/
"Soy, flakes, uncooked, B&D",352,55,32,1,,Dish,100,Vegan,0,0,0,0,1,0,0,0,0,0,
"Soy, flakes, cooked, fat 0t added",102,14.6,6.5,0.4,5.9,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,PIC/
"Chickpeas, dry, cooked, fat 0t added in cooking",180,9.5,21.4,3,5.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Chickpeas, cooked in tomato sauce and olive oil",151,6.7,16.2,4.4,4.6,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Peas, green or yellow split, dry, cooked, fat 0t added",117,8.3,12.8,0.4,2.9,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Lentils, dry, cooked, fat 0t added ",115,9,12.1,0.4,1.8,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Lentils, cooked with onion and soy oil",129,7.5,11.5,3.4,2.3,Dish,100,Vegan,0,0,0,0,1,0,0,0,0,0,PIC/
"Lentils, cooked, with injera, Fit-fit, Ethiopian dish",121,4.8,11.1,4.7,1.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Tofu, patties, with vegetables, baked",137,11.2,8.2,6.3,1.8,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,
"Soup, beans, prepared from powder, K0rr",43,2,7.4,0.6,1.1,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Soup, bean, with rice and soy oil, homemade",106,4.3,12.3,3.5,1.1,Dish,100,Vegan,0,0,0,0,1,0,0,0,0,0,
"Soup, white bean, fat 0t added, homemade",68,4.3,9.7,0.3,1.2,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Soup, white bean, with tomatoes, with olive oil, homemade",82,3.7,8.6,2.9,1.4,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Soup, white bean, with celery, with soy oil, homemade",88,4.1,7.8,3.5,0.3,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,
"Soup, pea, dry, with with soy oil, homemade",55,2.9,5.4,1.7,1.4,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,
"Soup, pea, prepared from mix (instant, in cup), K0rr",46,1.6,7.2,1.2,,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Soup, pea, with onion and carrots, fat 0t added, homemade",52,3.4,5.8,0.2,1.8,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Soup, lentil, fat 0t added, homemade",65,4.9,6,0.3,1.1,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Soup, lentil, prepared from powder, K0rr",66,3.4,10.9,1,,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Soup, harira, vegetarian, homemade",97,6.8,9.9,0.7,1.7,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Fava beans, cooked, Ilwat, Ethiopian spread",46,2.7,6.5,1.1,0.5,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
Teff flour/uncooked teff,367,13.3,65.1,2.4,1.8,Dish,100,Vegan,1,0,0,0,0,0,0,0,0,0,PIC/
"Pancakes, matza meal, fried in soy oil",297,7.9,22.4,18.9,3.7,Desserts,100,Vegan,1,0,0,0,1,0,0,0,0,0,PIC/
"Matza brie, matza  with eggs, milk, sugar, fried in soy oil",272,8.2,23.8,16,2.5,BreakfastItems,100,Vegan,0,1,0,0,1,1,0,0,0,0,
"Cake, cheese, biscuit base, 0t baked, homemade",305,4.7,40.3,14.1,24.9,Desserts,100,Vegan,1,1,0,0,0,0,0,0,0,0,PIC/
"Cake, cheese,  baked without crust, with butter, homemade",259,7.9,27.2,13.3,22.8,Desserts,100,Vegan,1,1,0,0,0,0,0,0,0,0,
"Cake, cheese, 3% fat, baked, without sugar, without crust",174,13.7,18.7,4.8,8.5,Desserts,100,Vegan,1,1,0,0,0,0,0,0,0,0,
"Kubbeh, semolina with beef, for soup, homemade",215,9.2,32.6,4.8,0.5,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,
"Cookies, Moroccan, fried, Chebakia, homemade",398,6.8,41.3,22.3,10.3,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Donut, yeast, jam-filled, fried, Bonjour",376,8.1,48,16.3,24,Snacks,100,Vegan,0,0,1,0,0,0,0,0,0,0,
"Snack, rice, salty, Munchies, baked Japanese snack",424,12,70,15,3.5,Snacks,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Beer dough, baked",194,6.9,24.1,5.5,0.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pasta/0odles, wheat, tricolor, fusili, uncooked, Harduf",343,12.7,69.2,1.2,,Dish,100,Vegan,1,0,0,0,0,0,0,0,0,0,PIC/
"Pasta/0odles, whole wheat, all types, uncooked",348,14.6,66.7,1.4,,Dish,100,Vegan,1,0,0,0,0,0,0,0,0,0,PIC/
"0odles, egg, cooked, fat 0t added ",137,4.5,23.8,2.1,0.4,BreakfastItems,100,Vegan,0,0,0,0,0,1,0,0,0,0,PIC/
"0odles, small (ptitim), partially cooked, Osem",362,11.6,74.1,1.4,0.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"0odles, small (ptitim), cooked with sunflower oil",167,4.9,31.2,2.3,0.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"0odles, small (ptitim), cooked with soy oil",167,4.9,31.2,2.3,0.2,Dish,100,Vegan,0,0,0,0,1,0,0,0,0,0,PIC/
"0odles, small (ptitim), cooked, fat 0t added",155,4.9,31.6,0.6,0.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"0odles, small (ptitim), cooked in ca0la oil, with tomato sauce, based on fresh tomatoes",132,3.9,24.4,1.8,2.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"0odles, small (ptitim), cooked with ca0la oil",167,4.9,31.2,2.3,0.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"0odles, small (ptitim), cooked in ca0la oil, with tomato paste",139,4.2,27.2,1.2,1.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"0odles, small (ptitim), cooked with olive oil",167,4.9,31.2,2.3,0.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Pasta, wheat, cooked in butter",185,5.9,29.4,3.7,0.6,Dairy,100,Vegan,1,1,0,0,0,0,0,0,0,0,PIC/
"Pasta, wheat, cooked with soy oil",172,6,30.1,1.9,0.6,Dish,100,Vegan,1,0,0,0,1,0,0,0,0,0,PIC/
"0odles, egg, stir-fried with vegetables and soy oil",105,2.8,11,5.1,1.9,BreakfastItems,100,Vegan,0,0,0,0,1,1,0,0,0,0,PIC/
"0odles, homemade, cooked",197,7.3,32.9,3,0.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"0odles, egg, stir-fried with vegetables and chicken breast, Chinese style",124,4.7,9.6,7,2.1,BreakfastItems,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,1,0,0,1,1,
"0odles, cooked, whole wheat, fat 0t added",123,5.3,23.6,0.5,0.8,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Barley, pearled, cooked, fat 0t added",122,2.3,24.3,0.4,0.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Barley, pearled, uncooked",352,9.9,62.1,1.2,0.8,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Buckwheat groats, cooked, fat 0t added",92,3.4,17.2,0.6,0.9,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Buckwheat, cooked with butter",137,3.3,16.6,5.9,0.9,Dairy,100,Vegan,0,1,0,0,0,0,0,0,0,0,PIC/
"Buckwheat, cooked with olive oil",146,3.3,16.6,7,0.9,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Buckwheat, uncooked",343,13.3,71.5,3.4,,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Millet, cooked, fat 0t added in cooking",118,3.5,22.3,1,0.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Cereal, oatmeal, cooked, regular, fat 0t added",61,2.1,9.4,1,0.2,BreakfastItems,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
